"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",0.515930989771304,0.229910895909834,0.157999485546751,0.515930989771304,0.229910895909834,0.515930989771304,2,0.124719806712565,0.0950819844246654,0.515930989771304,0.515930989771304,0.403061981117466,0.515930989771304,0.495499682403862,2,0.515930989771304,0.515930989771304,0.229910895909834,0.515930989771304,0.128000430460882,0.515930989771304,2,0.229910895909834,0.229910895909834,0.515930989771304,0.229910895909834,0.515930989771304,2,0.157999485546751,0.157999485546751,0.515930989771304,0.495499682403862,2,0.515930989771304,0.515930989771304,0.515930989771304,2,0.229910895909834,0.229910895909834,2,0.515930989771304,0.515930989771304,2,2,0.124719806712565
"2",0.44265767840871,1.00853038978736,0.159556133971991,2,0.44265767840871,1.00853038978736,2,1.00853038978736,0.44265767840871,1.00853038978736,0.44265767840871,2,0.256948159063108,1.00853038978736,2,1.00853038978736,0.390932058717693,1.00853038978736,2,1.00853038978736,0.834785383971544,2,0.40380471339706,1.00853038978736,2,0.44265767840871,1.00853038978736,2,1.00853038978736,0.44265767840871,2,2,0.338677686836194,2,2,1.00853038978736,2,1.00853038978736,0.390932058717693,2,0.834785383971544,1.00853038978736,2,2,1.00853038978736
"3",0.350615272751741,2,2,2,2,2,2,2,0.350615272751741,2,2,2,2,2,2,2,0.343010644350141,0.408626166750808,0.950254972979754,0.222550474270323,0.950254972979754,0.299784335541041,0.302128172084884,2,0.950254972979754,0.408626166750808,0.950254972979754,0.408626166750808,0.408626166750808,2,0.950254972979754,0.722776053102384,0.950254972979754,0.950254972979754,2,0.950254972979754,0.299784335541041,0.302128172084884,2,0.950254972979754,0.950254972979754,2,0.302128172084884,2,2
"4",2,0.720078960739408,0.720078960739408,0.926940974459367,0.494819970310125,0.926940974459367,0.720078960739408,0.225432115034335,0.720078960739408,2,2,2,2,2,2,2,2,0.370259801881774,0.926940974459367,0.720078960739408,0.926940974459367,0.370259801881774,0.720078960739408,0.54578957865053,0.926940974459367,0.720078960739408,0.926940974459367,0.070531362086021,0.720078960739408,0.54578957865053,0.926940974459367,0.420378380075503,0.926940974459367,0.926940974459367,0.926940974459367,0.926940974459367,0.720078960739408,0.494819970310125,0.720078960739408,0.926940974459367,0.926940974459367,0.926940974459367,0.720078960739408,0.54578957865053,0.720078960739408
"5",2,1.25990482957506,0.394668728198914,1.25990482957506,0.394668728198914,2,0.394668728198914,0.394668728198914,0.394668728198914,2,2,2,2,0.753167073247686,2,2,2,1.25990482957506,0.515521905996733,1.25990482957506,2,1.25990482957506,1.25990482957506,1.25990482957506,1.25990482957506,0.371396126873652,2,0.117869539983831,0.244520965875397,0.187751861165764,1.25990482957506,2,1.25990482957506,1.25990482957506,1.25990482957506,2,0.371396126873652,0.371396126873652,0.371396126873652,2,2,2,0.244520965875397,0.187751861165764,0.244520965875397
"6",0.736185142188731,0.585224852167382,0.585224852167382,0.736185142188731,0.585224852167382,2,0.585224852167382,2,0.0938741044234053,0.736185142188731,0.736185142188731,0.292029657823881,0.736185142188731,2,0.736185142188731,2,0.736185142188731,0.177235667150862,0.736185142188731,0.237131891564658,2,0.177235667150862,2,0.585224852167382,0.736185142188731,0.237131891564658,2,0.158163903423644,2,0.585224852167382,0.736185142188731,2,0.736185142188731,2,0.736185142188731,2,0.237131891564658,2,0.585224852167382,2,0.261532049938159,2,2,0.585224852167382,2
"7",1.17131268191319,1.17131268191319,1.17131268191319,2,1.17131268191319,2,0.491221976284001,1.17131268191319,0.822059796244905,0.930747656299077,0.617502836090592,2,0.930747656299077,2,1.17131268191319,0.80378687379674,1.17131268191319,0.930747656299077,2,0.733533122212409,2,1.17131268191319,0.930747656299077,1.17131268191319,2,0.930747656299077,2,1.17131268191319,0.80378687379674,1.17131268191319,2,1.03086627324763,2,2,2,2,1.17131268191319,0.930747656299077,1.17131268191319,2,2,2,1.17131268191319,0.822059796244905,1.17131268191319
"8",2,2,2,1.17903212677524,2,1.17903212677524,0.907450437533989,0.907450437533989,2,1.94019844462322,1.0403286336445,2,0.576135108937798,2,2,2,0.933432061256256,1.94019844462322,2,1.94019844462322,2,2,2,1.94019844462322,2,1.0403286336445,2,2,2,1.0403286336445,2,0.685851944071156,1.17903212677524,1.17903212677524,2,2,2,2,0.933432061256256,1.17903212677524,1.17903212677524,2,0.709792341769402,2,2
"9",0.329065672595246,2,0.329065672595246,2,0.289690956456815,2,0.156779726118229,0.272647806802974,2,2,0.195512931958129,2,0.329065672595246,2,0.329065672595246,0.329065672595246,2,2,0.441335365681086,2,0.441335365681086,2,2,0.697120076981236,2,0.329065672595246,2,0.329065672595246,0.329065672595246,2,2,0.344707742193723,2,2,0.697120076981236,2,0.289690956456815,0.289690956456815,2,2,2,0.697120076981236,0.272647806802974,2,2
"10",1.69711927351855,1.69711927351855,1.17854485447553,2,1.69711927351855,1.86558869535598,1.17854485447553,0.603638029161114,0.415163911385665,1.40006580927216,1.69711927351855,2,1.44096759472071,1.86558869535598,1.69711927351855,1.69711927351855,1.69711927351855,1.69711927351855,2,1.44096759472071,1.86558869535598,1.69711927351855,1.69711927351855,1.69711927351855,2,1.69711927351855,1.86558869535598,0.790564471591228,1.17854485447553,1.17854485447553,2,2,2,2,2,1.86558869535598,1.69711927351855,1.69711927351855,1.69711927351855,1.86558869535598,1.86558869535598,1.86558869535598,1.17854485447553,1.17854485447553,0.603638029161114
