"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",2,2,1.18195949921472,2,1.18195949921472,2,2,2,1.78185664890208,1.10166336444066,2,0.828450929127487,2,1.10166336444066,1.10166336444066,0.828450929127487,2,2,1.10166336444066,2,0.85399486983876,0.85399486983876,1.10166336444066,2,2,0.577829734859307,2,2,2,1.78185664890208,2,1.10166336444066,1.10166336444066,0.655736530238146,2,2,2,2,1.78185664890208,0.769965237829766,1.10166336444066,2,1.10166336444066,2,2
"2",2,2,2,2,2,2,2,2,2,1.24881173995262,1.1079999501469,1.36066680791713,1.1079999501469,1.24881173995262,0.771093811077133,1.24881173995262,1.36066680791713,1.24881173995262,1.36066680791713,1.24881173995262,0.498343517340382,1.24881173995262,0.19073910624716,1.36066680791713,1.36066680791713,0.952889950407492,1.24881173995262,1.1079999501469,1.24881173995262,1.36066680791713,1.36066680791713,1.36066680791713,1.36066680791713,1.36066680791713,1.27730448802562,1.24881173995262,1.1079999501469,1.24881173995262,1.36066680791713,1.24881173995262,0.498343517340382,1.36066680791713,1.24881173995262,1.36066680791713,1.36066680791713
"3",1.05112276835321,2,0.645512630565227,1.05112276835321,0.502703903992888,2,1.05112276835321,2,0.599305504111416,2,1.05112276835321,0.657815393732869,1.05112276835321,2,0.4581339358471,2,1.05112276835321,2,2,2,0.419969997777613,2,1.08981683828432,2,1.05112276835321,0.645512630565227,2,1.05112276835321,2,0.645512630565227,1.05112276835321,2,0.657815393732869,2,1.05112276835321,2,1.05112276835321,2,0.599305504111416,2,1.08981683828432,2,2,1.05112276835321,2
"4",0.73441614477646,0.73441614477646,0.46202275576789,0.685436371083479,2,1.66963365027155,0.73441614477646,0.73441614477646,1.66963365027155,0.620430477345848,0.73441614477646,0.73441614477646,2,1.66963365027155,0.536244454102323,0.620430477345848,1.66963365027155,0.73441614477646,0.73441614477646,2,1.66963365027155,0.620430477345848,0.0594370151736386,1.66963365027155,0.685436371083479,2,1.66963365027155,0.73441614477646,0.73441614477646,1.66963365027155,2,1.66963365027155,0.73441614477646,0.73441614477646,1.66963365027155,2,2,2,2,1.66963365027155,1.66963365027155,0.425576007328871,0.620430477345848,1.66963365027155,1.66963365027155
"5",0.614832868137762,0.393592299724725,2,2,2,2,0.416943301356977,2,2,0.614832868137762,2,2,2,2,0.614832868137762,2,2,2,2,2,2,0.416943301356977,2,2,0.352662227704703,0.352662227704703,0.383277271572073,2,0.352662227704703,0.383277271572073,0.297765896036584,0.383277271572073,2,0.332584548494709,0.383277271572073,0.383277271572073,2,0.332584548494709,0.383277271572073,2,0.383277271572073,0.316816292415963,2,2,0.383277271572073
"6",2,0.584042029805336,2,2,2,2,2,0.690885037725728,2,2,0.666118631190258,0.666118631190259,0.666118631190258,0.666118631190258,1.41748877145182,2,0.666118631190259,2,2,2,2,2,0.690885037725728,2,0.516576225998249,0.634187022732202,0.634187022732202,1.41748877145182,2,0.516576225998249,0.634187022732202,0.634187022732202,1.41748877145182,2,0.469372019867224,0.475663157338071,1.41748877145182,2,0.634187022732202,1.41748877145182,2,0.634187022732202,2,1.41748877145182,2
"7",2,1.13098448354355,1.12603690509755,0.926161206605688,1.12603690509755,1.13098448354355,2,1.13098448354355,2,2,2,2,2,2,0.569711105153934,2,1.28375177367246,1.13098448354356,1.13098448354355,1.13098448354356,0.400758403856553,2,0.400758403856553,2,1.12603690509755,0.48321770760634,1.13098448354356,2,1.13098448354356,2,1.12603690509755,1.13098448354355,2,1.13098448354355,2,1.13098448354356,2,1.13098448354356,2,2,0.304298064790464,2,2,1.28375177367246,2
"8",2,1.35636989608468,1.35636989608468,2,1.35636989608468,1.35636989608468,2,1.35636989608468,1.35636989608468,2,2,0.762709414111356,2,2,0.380183994338248,2,2,0.968326583178713,2,0.51954510708541,0.968326583178713,2,0.968326583178713,0.968326583178713,2,0.968326583178713,0.524089059836113,2,0.524089059836113,0.524089059836113,2,2,0.762709414111356,2,2,0.968326583178713,2,0.968326583178713,0.968326583178713,2,0.433018193133897,0.49659384646687,2,2,0.49659384646687
"9",2,0.421359994825404,0.525139400958327,0.678123674908033,2,2,2,0.678123674908033,2,2,2,2,1.06105279423074,1.06105279423074,1.06105279423074,2,1.06105279423074,0.525139400958327,0.678123674908033,2,2,2,0.678123674908033,2,0.678123674908033,2,2,2,0.678123674908033,2,2,2,2,0.410220238626925,2,0.50788561267119,0.834620993324018,2,0.65030765234515,0.834620993324018,2,0.65030765234515,2,0.834620993324018,2
"10",1.29209639410735,1.29209639410735,1.29209639410735,2,2,1.29209639410735,1.72228603588778,1.29209639410735,2,1.11172310062007,1.09402111665504,2,2,1.11172310062007,1.72228603588778,1.11172310062007,2,1.11172310062007,2,2,1.0323842467647,1.72228603588778,0.197721797285378,2,2,2,1.11172310062007,1.72228603588778,1.11172310062007,2,1.78368264458458,2,2,2,0.540567937966535,2,2,2,1.78368264458458,1.72228603588778,1.0323842467647,2,1.72228603588778,2,2
