"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",1.15865306573713,1.15865306573713,1.15865306573713,1.56597403586643,1.88171033683921,1.56597403586643,1.88171033683921,2,1.4945284077232,0.569180930645835,0.93522463017065,1.56597403586643,1.88171033683921,1.56597403586643,1.88171033683921,2,1.4945284077232,0.93522463017065,1.56597403586643,1.88171033683921,1.56597403586643,1.88171033683921,2,1.4945284077232,1.56597403586643,1.88171033683921,1.56597403586643,1.88171033683921,2,1.4945284077232,1.88171033683921,0.881176502344493,1.88171033683921,2,1.56597403586643,1.88171033683921,0.935727140317916,2,1.88171033683921,1.88171033683921,2,1.56597403586643,2,1.88171033683921,2
"2",2,0.359021510518454,0.848901963923744,2,2,2,2,2,2,2,2,0.535258831282291,1.66689542029183,0.819516875829735,1.66689542029183,1.66689542029183,1.66689542029183,0.848901963923744,2,2,2,2,2,2,2,2,2,2,2,2,1.66689542029183,0.819516875829735,1.66689542029183,1.66689542029183,1.66689542029183,1.66689542029183,0.927077436297697,0.80433410097771,1.00907888775439,1.66689542029183,1.66689542029183,1.66689542029183,0.927077436297697,1.00907888775439,1.00907888775439
"3",0.334073376647152,0.410839795448589,0.484533451236975,0.410839795448589,0.561224282446328,2,0.519301441052436,0.519301441052436,0.519301441052436,0.410839795448589,0.484533451236975,0.410839795448589,0.561224282446328,2,0.519301441052436,0.519301441052436,0.519301441052436,0.484533451236975,0.0753452588304111,0.561224282446328,2,0.519301441052436,0.519301441052436,0.519301441052436,0.484533451236975,0.561224282446328,2,0.519301441052436,0.519301441052436,0.519301441052436,0.561224282446328,2,0.519301441052436,0.519301441052436,0.519301441052436,2,0.561224282446328,0.561224282446328,0.561224282446328,2,2,2,0.456956719607969,0.225918007059372,0.456956719607969
"4",2,1.30038415053521,0.680975102697185,0.680975102697185,1.11037542365851,0.680975102697185,1.11037542365851,2,1.11037542365851,2,2,2,2,2,2,1.13385207979312,2,1.30038415053521,1.30038415053521,1.30038415053521,1.30038415053521,1.30038415053521,2,1.30038415053521,0.678413565423203,1.11037542365851,0.328333874495442,1.11037542365851,2,1.11037542365851,1.11037542365851,0.678413565423203,1.11037542365851,2,1.11037542365851,1.11037542365851,0.661620288799263,2,1.05870691374425,1.11037542365851,2,1.11037542365851,2,1.05870691374425,2
"5",0.44494806330569,0.282992231479216,0.39865829540204,0.788787365721622,2,0.39865829540204,2,2,2,0.44494806330569,0.44494806330569,0.788787365721622,2,0.44494806330569,2,2,2,0.39865829540204,0.788787365721622,2,0.39865829540204,2,2,2,0.788787365721622,2,0.234644820799619,2,2,2,2,0.788787365721622,2,2,2,2,0.426464451702951,0.734085510752129,0.426464451702951,2,2,2,0.734085510752129,0.418454513624089,0.734085510752129
"6",1.14486995558749,1.14486995558749,1.14486995558749,1.14486995558749,2,1.14486995558749,1.69103588931932,1.69103588931932,1.69103588931932,0.654585922123188,0.891980000552792,0.654585922123188,2,0.985387660218877,1.69103588931932,1.69103588931932,1.69103588931932,0.891980000552792,0.489029252901069,2,0.985387660218877,1.69103588931932,1.69103588931932,1.69103588931932,0.891980000552792,2,0.985387660218877,1.69103588931932,1.69103588931932,1.69103588931932,2,0.985387660218877,1.69103588931932,1.69103588931932,1.69103588931932,2,2,2,2,1.69103588931932,1.69103588931932,1.69103588931932,0.667361536413745,0.667361536413745,0.570082002388645
"7",0.407136392087287,0.0985021441898234,0.57706925200272,0.00516346726827064,2,0.57706925200272,1.19266787647906,1.19266787647906,2,0.407136392087287,0.57706925200272,0.407136392087287,2,0.57706925200272,1.19266787647906,1.19266787647906,2,0.57706925200272,0.0985021441898234,2,0.57706925200272,1.19266787647906,1.19266787647906,2,0.57706925200272,2,0.28602006247195,1.19266787647906,1.19266787647906,2,2,0.57706925200272,1.19266787647906,1.19266787647906,2,2,2,2,0.308147921329172,1.19266787647906,1.19266787647906,2,0.761122093485776,2,2
"8",2,2,0.779765898655713,2,2,0.779765898655713,2,1.15328156558863,2,0.387003597478628,2,0.36152521229611,1.71934571178304,2,1.71934571178304,2,1.71934571178304,2,0.387003597478628,1.71934571178304,2,1.71934571178304,2,1.71934571178304,2,2,0.358235176347942,2,1.15328156558863,2,1.71934571178304,2,1.71934571178304,2,1.71934571178304,2,0.58277442586458,2,0.932392080869783,2,1.15328156558863,2,2,0.932392080869783,2
"9",2,0.0955178921108548,2,0.0955178921108548,2,2,0.559171088277077,0.559171088277077,2,2,0.70289702951455,2,0.70289702951455,0.49101590224733,2,2,0.70289702951455,2,0.0367338914355341,2,2,0.559171088277077,0.559171088277077,2,2,0.483426319513325,0.70289702951455,2,2,0.483426319513325,2,2,0.559171088277077,0.559171088277077,2,0.70289702951455,2,2,0.29969355102059,2,2,0.70289702951455,0.252047898897383,2,2
"10",2,0.590235887952211,1.06154329724621,0.0318505784920661,1.05992753238129,1.06154329724621,1.05992753238129,1.05992753238129,1.05992753238129,2,2,2,2,2,2,2,2,1.06154329724621,0.590235887952211,1.05992753238129,1.06154329724621,1.05992753238129,1.05992753238129,1.05992753238129,1.06154329724621,1.06154329724621,0.500228872085455,1.06154329724621,1.06154329724621,1.06154329724621,1.05992753238129,1.06154329724621,1.05992753238129,1.05992753238129,1.05992753238129,1.06154329724621,0.774412505452065,0.774412505452065,0.774412505452065,1.06154329724621,1.06154329724621,1.06154329724621,0.723916067467768,0.650946197931601,0.723916067467768
"11",0.798188603733513,2,0.707643067813583,2,1.99287967627779,2,1.99287967627779,1.99287967627779,1.99287967627779,2,0.798188603733513,2,1.99287967627779,2,1.99287967627779,1.99287967627779,1.99287967627779,2,0.0936916611141014,2,1.18780886864905,2,2,2,2,1.99287967627779,2,1.99287967627779,1.99287967627779,1.99287967627779,2,1.18780886864905,2,2,2,2,1.60010712247473,1.60010712247473,0.55667132381919,2,2,2,1.23768195317128,1.60010712247473,1.60010712247473
"12",2,0.425530742514331,0.807721315624984,0.425530742514331,0.723690169317581,0.807721315624984,2,2,2,2,2,2,2,2,0.94453943769734,0.94453943769734,0.944539437697341,0.807721315624984,0.131472957917702,0.723690169317581,0.807721315624984,2,2,2,0.807721315624984,0.807721315624984,0.773443674740806,2,2,2,0.723690169317581,0.807721315624984,2,2,2,0.807721315624984,2,2,2,2,2,2,0.480112545480531,0.557590879270176,0.557590879270176
"13",0.773431756046995,0.0170461581627837,2,0.00670623088867085,2,2,2,0.773431756046995,2,0.773431756046995,2,0.773431756046995,2,2,2,0.422953252963636,2,2,0.0170461581627837,2,2,2,0.773431756046995,2,2,0.46626317279889,0.161815531887071,0.534733582334485,2,0.534733582334485,2,2,2,0.773431756046995,2,0.46626317279889,0.534733582334485,2,0.534733582334485,0.534733582334485,2,0.534733582334485,2,0.436081669837635,2
"14",2,0.197496635918374,1.32634976160371,2,1.97911968008058,1.32634976160371,1.97911968008058,1.97911968008058,1.97911968008058,2,2,0.527655864602822,2,2,2,2,2,1.32634976160371,2,1.97911968008058,1.32634976160371,1.97911968008058,1.97911968008058,1.97911968008058,2,1.97911968008058,0.318717289890427,1.97911968008058,1.97911968008058,1.97911968008058,2,2,2,2,2,1.97911968008058,0.780957899116359,0.671340732056652,0.671340732056652,1.97911968008058,1.97911968008058,1.97911968008058,0.780957899116359,0.780957899116359,0.626263392023133
"15",0.746753405052102,0.149187554845388,2,0.149187554845388,1.04207389053342,0.746753405052102,2,2,1.04207389053342,0.746753405052102,2,0.746753405052102,1.04207389053342,0.593147560672976,2,2,1.04207389053342,2,0.145848674616437,1.04207389053342,0.746753405052102,2,2,1.04207389053342,2,2,2,0.812880240355744,0.812880240355744,2,1.04207389053342,0.746753405052102,2,2,1.04207389053342,1.04207389053342,2,2,0.496059726323216,2,2,1.04207389053342,0.419487610303326,2,2
"16",2,2,2,2,2,2,1.69117058146957,1.23275441933124,2,0.371489171672787,0.568734875372459,0.361883117753992,1.36901327991206,0.799867503468973,2,2,1.36901327991206,0.568734875372459,0.371489171672787,1.36901327991206,0.799867503468973,2,2,1.36901327991206,0.568734875372459,1.36901327991206,0.799867503468973,2,2,1.36901327991206,1.36901327991206,0.799867503468973,2,2,1.36901327991206,1.36901327991206,2,2,0.501772587228084,2,2,1.36901327991206,1.69117058146957,2,2
"17",1.27459752416601,0.490381620731107,2,2,2,1.27459752416601,2,2,1.5521348465047,1.27459752416601,2,2,2,1.01573810764318,2,2,1.5521348465047,2,2,2,1.27459752416601,2,2,1.5521348465047,0.796184665896304,1.16917325695679,2,1.16917325695679,1.16917325695679,2,1.16917325695679,2,1.16917325695679,1.16917325695679,2,2,0.911497521546392,0.911497521546392,2,2,2,1.5521348465047,0.772456710744235,2,2
"18",0.443650981721918,0.443650981721918,0.443650981721918,0.497894374393665,2,0.443650981721918,2,2,2,0.350026380871708,0.437238182395034,0.497894374393665,2,0.423229044881522,2,2,2,0.437238182395034,0.497894374393665,2,0.423229044881522,2,2,2,0.497894374393665,2,0.437238182395034,2,2,2,2,0.497894374393665,2,2,2,2,0.455035778920876,0.38944581840272,0.38944581840272,2,2,2,0.455035778920876,0.455035778920876,0.289838716645872
"19",2,2,1.4114796090605,1.4114796090605,2,1.4114796090605,1.4114796090605,2,1.4114796090605,0.450656794255267,2,2,1.1379744463865,2,2,1.1379744463865,2,2,2,1.1379744463865,2,2,1.1379744463865,2,1.24502061009887,2,0.315818747493887,1.1131706857463,2,1.1131706857463,2,1.24502061009887,1.24502061009887,2,1.24502061009887,2,2,0.594175245433528,2,1.1131706857463,2,1.1131706857463,2,0.533329049286869,2
"20",0.505673234669318,0.505673234669318,2,0.505673234669318,1.17912035482137,2,1.17912035482137,2,2,0.491742231637479,2,0.491742231637479,1.17912035482137,2,1.17912035482137,2,2,2,0.19756446667721,1.17912035482137,2,1.17912035482137,2,2,2,2,0.760858772216443,2,1.2178547553958,1.2178547553958,1.17912035482137,2,1.17912035482137,2,2,2,0.683702097225779,2,2,2,1.2178547553958,1.2178547553958,2,2,0.478400547094122
"21",1.17939395699742,0.316180640444499,1.60970216422677,0.316180640444499,1.60970216422677,2,1.60970216422677,1.60970216422677,1.60970216422677,1.17939395699742,1.60970216422677,1.17939395699742,1.60970216422677,2,1.60970216422677,1.60970216422677,1.60970216422677,1.60970216422677,0.293367687600974,1.60970216422677,2,1.60970216422677,1.60970216422677,1.60970216422677,1.60970216422677,1.59723505764695,2,1.59723505764695,1.59723505764695,1.59723505764695,1.60970216422677,2,1.60970216422677,1.60970216422677,1.60970216422677,2,1.09001878409554,1.09001878409554,1.09001878409554,2,2,2,0.849364872289049,1.02441826155551,1.02441826155551
"22",0.792137632841038,0.562035004597149,0.792137632841038,0.562035004597149,2,0.792137632841038,2,2,2,0.792137632841038,0.495862565954592,0.792137632841038,2,0.495862565954592,2,2,2,0.792137632841038,0.088503814391147,2,0.792137632841038,2,2,2,0.792137632841038,2,0.24632103837584,2,2,2,2,0.792137632841038,2,2,2,2,0.738787512321188,0.545090990416394,0.738787512321188,2,2,2,0.738787512321188,0.339761610907254,0.738787512321188
